NAME                                                                           VERSION                              TYPE                                      
@tiptap/extension-bold                                                         3.27.0                               npm                                       
@tiptap/extension-bubble-menu                                                  3.27.0                               npm                                       
@tiptap/extension-bullet-list                                                  3.27.0                               npm                                       
@tiptap/extension-code                                                         3.27.0                               npm                                       
@tiptap/extension-code-block                                                   3.27.0                               npm                                       
@tiptap/extension-code-block-lowlight                                          3.27.0                               npm                                       
@tiptap/extension-color                                                        3.27.0                               npm                                       
@tiptap/extension-document                                                     3.27.0                               npm                                       
@tiptap/extension-dropcursor                                                   3.27.0                               npm                                       
@tiptap/extension-floating-menu                                                3.27.0                               npm                                       
@tiptap/extension-gapcursor                                                    3.27.0                               npm                                       
@tiptap/extension-hard-break                                                   3.27.0                               npm                                       
@tiptap/extension-heading                                                      3.27.0                               npm                                       
@tiptap/extension-highlight                                                    3.27.0                               npm                                       
@tiptap/extension-horizontal-rule                                              3.27.0                               npm                                       
@tiptap/extension-image                                                        3.27.0                               npm                                       
@tiptap/extension-italic                                                       3.27.0                               npm                                       
@tiptap/extension-link                                                         3.27.0                               npm                                       
@tiptap/extension-list                                                         3.27.0                               npm                                       
@tiptap/extension-list-item                                                    3.27.0                               npm                                       
@tiptap/extension-list-keymap                                                  3.27.0                               npm                                       
@tiptap/extension-mention                                                      3.27.0                               npm                                       
@tiptap/extension-node-range                                                   3.27.0                               npm                                       
@tiptap/extension-ordered-list                                                 3.27.0                               npm                                       
@tiptap/extension-paragraph                                                    3.27.0                               npm                                       
@tiptap/extension-placeholder                                                  3.27.0                               npm                                       
@tiptap/extension-strike                                                       3.27.0                               npm                                       
@tiptap/extension-table                                                        3.27.0                               npm                                       
@tiptap/extension-task-item                                                    3.27.0                               npm                                       
@tiptap/extension-task-list                                                    3.27.0                               npm                                       
@tiptap/extension-text                                                         3.27.0                               npm                                       
@tiptap/extension-text-align                                                   3.27.0                               npm                                       
@tiptap/extension-text-style                                                   3.27.0                               npm                                       
@tiptap/extension-typography                                                   3.27.0                               npm                                       
@tiptap/extension-underline                                                    3.27.0                               npm                                       
@tiptap/extensions                                                             3.27.0                               npm                                       
@tiptap/pm                                                                     3.27.0                               npm                                       
@tiptap/starter-kit                                                            3.27.0                               npm                                       
@tiptap/suggestion                                                             3.27.0                               npm                                       
@tiptap/vue-3                                                                  3.27.0                               npm                                       
@trysound/sax                                                                  0.2.0                                npm                                       
@twilio/voice-errors                                                           1.7.0                                npm                                       
@twilio/voice-sdk                                                              2.18.1                               npm                                       
@tybys/wasm-util                                                               0.10.1                               npm                                       
@tybys/wasm-util                                                               0.10.3                               npm                                       
@types/chai                                                                    5.2.3                                npm                                       
@types/cookie                                                                  0.4.1                                npm                                       
@types/cors                                                                    2.8.17                               npm                                       
@types/debug                                                                   4.1.13                               npm                                       
@types/deep-eql                                                                4.0.2                                npm                                       
@types/esrecurse                                                               4.3.1                                npm                                       
@types/estree                                                                  0.0.39                               npm                                       
@types/estree                                                                  1.0.8                                npm                                       
@types/estree                                                                  1.0.9                                npm                                       
@types/estree-jsx                                                              1.0.5                                npm                                       
@types/events                                                                  3.0.3                                npm                                       
@types/hast                                                                    3.0.4                                npm                     (+1 duplicate)    
@types/json-schema                                                             7.0.15                               npm                     (+1 duplicate)    
@types/mdast                                                                   4.0.4                                npm                                       
@types/ms                                                                      2.1.0                                npm                                       
@types/node                                                                    20.10.0                              npm                                       
@types/node                                                                    25.6.0                               npm                                       
@types/node                                                                    25.9.4                               npm                                       
@types/react                                                                   19.2.17                              npm                                       
@types/react-dom                                                               19.2.3                               npm                                       
@types/resolve                                                                 1.20.2                               npm                                       
@types/trusted-types                                                           2.0.7                                npm                                       
@types/unist                                                                   2.0.11                               npm                                       
@types/unist                                                                   3.0.3                                npm                     (+1 duplicate)    
@types/web-bluetooth                                                           0.0.16                               npm                                       
@types/web-bluetooth                                                           0.0.20                               npm                     (+1 duplicate)    
@types/web-bluetooth                                                           0.0.21                               npm                                       
@types/whatwg-mimetype                                                         3.0.2                                npm                                       
@types/ws                                                                      8.18.1                               npm                                       
@typescript-eslint/eslint-plugin                                               8.58.2                               npm                                       
@typescript-eslint/eslint-plugin                                               8.62.1                               npm                                       
@typescript-eslint/parser                                                      8.58.2                               npm                                       
@typescript-eslint/parser                                                      8.62.1                               npm                                       
@typescript-eslint/project-service                                             8.58.2                               npm                                       
@typescript-eslint/project-service                                             8.62.1                               npm                                       
@typescript-eslint/scope-manager                                               8.58.2                               npm                                       
@typescript-eslint/scope-manager                                               8.62.1                               npm                                       
@typescript-eslint/tsconfig-utils                                              8.58.2                               npm                                       
@typescript-eslint/tsconfig-utils                                              8.62.1                               npm                                       
@typescript-eslint/type-utils                                                  8.58.2                               npm                                       
@typescript-eslint/type-utils                                                  8.62.1                               npm                                       
@typescript-eslint/types                                                       8.58.2                               npm                                       
@typescript-eslint/types                                                       8.62.1                               npm                                       
@typescript-eslint/typescript-estree                                           8.58.2                               npm                                       
@typescript-eslint/typescript-estree                                           8.62.1                               npm                                       
@typescript-eslint/utils                                                       8.58.2                               npm                                       
@typescript-eslint/utils                                                       8.62.1                               npm                                       
@typescript-eslint/visitor-keys                                                8.58.2                               npm                                       
@typescript-eslint/visitor-keys                                                8.62.1                               npm                                       
@ungap/structured-clone                                                        1.3.2                                npm                                       
@vexip-ui/hooks                                                                2.9.3                                npm                                       
@vexip-ui/utils                                                                2.16.4                               npm                                       
@vitejs/plugin-react                                                           6.0.3                                npm                                       
@vitejs/plugin-vue                                                             5.2.4                                npm                                       
@vitejs/plugin-vue-jsx                                                         4.2.0                                npm                                       
@vitest/coverage-v8                                                            4.1.4                                npm                                       
@vitest/expect                                                                 4.1.4                                npm                                       
@vitest/mocker                                                                 4.1.4                                npm                                       
@vitest/pretty-format                                                          4.1.4                                npm                                       
@vitest/runner                                                                 4.1.4                                npm                                       
@vitest/snapshot                                                               4.1.4                                npm                                       
@vitest/spy                                                                    4.1.4                                npm                                       
@vitest/utils                                                                  4.1.4                                npm                                       
@vue-flow/background                                                           1.2.0                                npm                                       
@vue-flow/core                                                                 1.26.0                               npm                                       
@vue/babel-helper-vue-transform-on                                             1.5.0                                npm                                       
@vue/babel-plugin-jsx                                                          1.5.0                                npm                                       
@vue/babel-plugin-resolve-type                                                 1.5.0                                npm                                       
@vue/compiler-core                                                             3.3.9                                npm                                       
@vue/compiler-core                                                             3.5.32                               npm                                       
@vue/compiler-dom                                                              3.3.9                                npm                                       
@vue/compiler-dom                                                              3.5.32                               npm                                       
@vue/compiler-sfc                                                              3.3.9                                npm                                       
@vue/compiler-sfc                                                              3.5.32                               npm                                       
@vue/compiler-ssr                                                              3.3.9                                npm                                       
@vue/compiler-ssr                                                              3.5.32                               npm                                       
@vue/component-compiler                                                        4.2.4                                npm                                       
@vue/component-compiler-utils                                                  3.3.0                                npm                                       
@vue/devtools-api                                                              6.5.1                                npm                                       
@vue/devtools-api                                                              6.6.4                                npm                                       
@vue/reactivity                                                                3.3.9                                npm                                       
@vue/reactivity                                                                3.5.32                               npm                                       
@vue/reactivity-transform                                                      3.3.9                                npm                                       
@vue/runtime-core                                                              3.3.9                                npm                                       
@vue/runtime-core                                                              3.5.32                               npm                                       
@vue/runtime-dom                                                               3.3.9                                npm                                       
@vue/runtime-dom                                                               3.5.32                               npm                                       
@vue/server-renderer                                                           3.3.9                                npm                                       
@vue/server-renderer                                                           3.5.32                               npm                                       
@vue/shared                                                                    3.3.9                                npm                                       
@vue/shared                                                                    3.5.32                               npm                                       
@vueuse/core                                                                   10.11.1                              npm                                       
@vueuse/core                                                                   10.6.1                               npm                                       
@vueuse/core                                                                   14.2.1                               npm                                       
@vueuse/core                                                                   9.13.0                               npm                                       
@vueuse/integrations                                                           10.11.1                              npm                                       
@vueuse/metadata                                                               10.11.1                              npm                                       
@vueuse/metadata                                                               10.6.1                               npm                                       
@vueuse/metadata                                                               14.2.1                               npm                                       
@vueuse/metadata                                                               9.13.0                               npm                                       
@vueuse/shared                                                                 10.11.1                              npm                                       
@vueuse/shared                                                                 10.6.1                               npm                                       
@vueuse/shared                                                                 14.2.1                               npm                                       
@vueuse/shared                                                                 9.13.0                               npm                                       
abbrev                                                                         1.1.1                                npm                                       
accepts                                                                        1.3.8                                npm                                       
ace-builds                                                                     1.31.2                               npm                                       
acorn                                                                          7.4.1                                npm                                       
acorn                                                                          8.16.0                               npm                                       
acorn                                                                          8.17.0                               npm                                       
acorn-jsx                                                                      5.3.2                                npm                     (+1 duplicate)    
actions/cache                                                                  v4                                   github-action           (+9 duplicates)   
actions/checkout                                                               v2                                   github-action                             
actions/checkout                                                               v4                                   github-action           (+5 duplicates)   
actions/checkout                                                               v6                                   github-action           (+28 duplicates)  
actions/download-artifact                                                      v4                                   github-action           (+2 duplicates)   
actions/download-artifact                                                      v7.0.0                               github-action           (+1 duplicate)    
actions/github-script                                                          v7                                   github-action                             
actions/github-script                                                          v8                                   github-action           (+2 duplicates)   
actions/labeler                                                                v3                                   github-action                             
actions/labeler                                                                v6                                   github-action                             
actions/setup-node                                                             v2                                   github-action                             
actions/setup-node                                                             v4                                   github-action           (+3 duplicates)   
actions/setup-node                                                             v6                                   github-action           (+15 duplicates)  
actions/setup-python                                                           v5                                   github-action           (+1 duplicate)    
actions/setup-python                                                           v6                                   github-action           (+17 duplicates)  
actions/upload-artifact                                                        v4                                   github-action           (+2 duplicates)   
actions/upload-artifact                                                        v6                                   github-action           (+1 duplicate)    
actions/upload-release-asset                                                   v1.0.2                               github-action                             
agent-base                                                                     6.0.2                                npm                                       
air-datepicker                                                                 2.2.3                                npm                                       
ajv                                                                            6.14.0                               npm                                       
ajv                                                                            6.15.0                               npm                                       
ajv                                                                            8.18.0                               npm                                       
alyf-de/po-review-action                                                       v1.1.0                               github-action           (+1 duplicate)    
ansi-regex                                                                     2.1.1                                npm                                       
ansi-regex                                                                     5.0.1                                npm                     (+1 duplicate)    
ansi-styles                                                                    2.2.1                                npm                                       
ansi-styles                                                                    3.2.1                                npm                                       
ansi-styles                                                                    4.3.0                                npm                     (+2 duplicates)   
any-promise                                                                    1.3.0                                npm                                       
anymatch                                                                       3.1.3                                npm                     (+1 duplicate)    
arg                                                                            5.0.2                                npm                                       
argparse                                                                       2.0.1                                npm                                       
aria-hidden                                                                    1.2.6                                npm                     (+1 duplicate)    
array-buffer-byte-length                                                       1.0.2                                npm                                       
arraybuffer.prototype.slice                                                    1.0.4                                npm                                       
asap                                                                           2.0.6                                npm                                       
assert-never                                                                   1.2.1                                npm                                       
assertion-error                                                                2.0.1                                npm                                       
ast-v8-to-istanbul                                                             1.0.0                                npm                                       
astral-sh/setup-uv                                                             v6                                   github-action                             
async                                                                          3.2.6                                npm                                       
async-function                                                                 1.0.0                                npm                                       
asynckit                                                                       0.4.0                                npm                                       
at-least-node                                                                  1.0.0                                npm                     (+1 duplicate)    
atob                                                                           2.1.2                                npm                                       
attr-accept                                                                    2.2.5                                npm                                       
autoprefixer                                                                   10.4.16                              npm                                       
autoprefixer                                                                   10.5.0                               npm                                       
available-typed-arrays                                                         1.0.7                                npm                                       
awesomplete                                                                    1.1.5                                npm                                       
axios                                                                          1.18.1                               npm                                       
babel-plugin-polyfill-corejs2                                                  0.4.17                               npm                                       
babel-plugin-polyfill-corejs3                                                  0.14.2                               npm                                       
babel-plugin-polyfill-regenerator                                              0.6.8                                npm                                       
babel-walk                                                                     3.0.0-canary-5                       npm                                       
bail                                                                           2.0.2                                npm                                       
balanced-match                                                                 1.0.2                                npm                     (+2 duplicates)   
balanced-match                                                                 4.0.4                                npm                                       
base64-js                                                                      1.5.1                                npm                                       
base64id                                                                       2.0.0                                npm                                       
baseline-browser-mapping                                                       2.10.18                              npm                                       
baseline-browser-mapping                                                       2.10.40                              npm                                       
big.js                                                                         3.2.0                                npm                                       
binary-extensions                                                              2.2.0                                npm                                       
binary-extensions                                                              2.3.0                                npm                                       
bl                                                                             4.1.0                                npm                                       
bluebird                                                                       3.7.2                                npm                                       
boolbase                                                                       1.0.0                                npm                     (+1 duplicate)    
bootstrap                                                                      4.6.2                                npm                                       
brace-expansion                                                                1.1.11                               npm                                       
brace-expansion                                                                1.1.15                               npm                                       
brace-expansion                                                                2.1.0                                npm                                       
brace-expansion                                                                5.0.7                                npm                                       
braces                                                                         3.0.3                                npm                     (+1 duplicate)    
browser-actions/setup-chrome                                                   latest                               github-action                             
browserslist                                                                   4.22.1                               npm                                       
browserslist                                                                   4.28.2                               npm                                       
browserslist                                                                   4.28.4                               npm                                       
bruceadams/get-release                                                         v1.3.1                               github-action                             
buffer                                                                         5.7.1                                npm                                       
buffer-from                                                                    1.1.2                                npm                                       
bufferutil                                                                     4.0.8                                npm                                       
call-bind                                                                      1.0.5                                npm                                       
call-bind                                                                      1.0.9                                npm                                       
call-bind-apply-helpers                                                        1.0.2                                npm                     (+1 duplicate)    
call-bound                                                                     1.0.4                                npm                                       
callsites                                                                      3.1.0                                npm                                       
camelcase-css                                                                  2.0.1                                npm                                       
caniuse-api                                                                    3.0.0                                npm                                       
caniuse-lite                                                                   1.0.30001564                         npm                                       
caniuse-lite                                                                   1.0.30001788                         npm                                       
caniuse-lite                                                                   1.0.30001800                         npm                                       
ccount                                                                         2.0.1                                npm                                       
chai                                                                           6.2.2                                npm                                       
chalk                                                                          1.1.3                                npm                                       
chalk                                                                          2.4.2                                npm                                       
chalk                                                                          4.1.2                                npm                     (+1 duplicate)    
character-entities                                                             2.0.2                                npm                                       
character-entities-html4                                                       2.1.0                                npm                                       
character-entities-legacy                                                      3.0.0                                npm                                       
character-parser                                                               2.2.0                                npm                                       
character-reference-invalid                                                    2.0.1                                npm                                       
charenc                                                                        0.0.2                                npm                                       
chokidar                                                                       3.5.3                                npm                                       
chokidar                                                                       3.6.0                                npm                                       
chokidar                                                                       5.0.0                                npm                                       
chrono-node                                                                    2.9.1                                npm                                       
class-variance-authority                                                       0.7.1                                npm                                       
classnames                                                                     2.5.1                                npm                                       
clean-css                                                                      4.2.4                                npm                                       
cli-cursor                                                                     3.1.0                                npm                                       
cli-spinners                                                                   2.9.2                                npm                                       
cliui                                                                          7.0.4                                npm                                       
cliui                                                                          8.0.1                                npm                                       
clone                                                                          1.0.4                                npm                                       
clone                                                                          2.1.2                                npm                                       
clsx                                                                           2.1.1                                npm                                       
cluster-key-slot                                                               1.1.2                                npm                                       
cmdk                                                                           1.1.1                                npm                                       
codecov/codecov-action                                                         v4                                   github-action           (+1 duplicate)    
codecov/codecov-action                                                         v5                                   github-action           (+1 duplicate)    
codemirror                                                                     6.0.2                                npm                                       
color-convert                                                                  1.9.3                                npm                                       
color-convert                                                                  2.0.1                                npm                     (+2 duplicates)   
color-name                                                                     1.1.3                                npm                                       
color-name                                                                     1.1.4                                npm                     (+2 duplicates)   
colord                                                                         2.9.3                                npm                                       
