NAME                                                                           VERSION                              TYPE                                      
esbuild-linux-mips64le                                                         0.14.54                              npm                                       
esbuild-linux-ppc64le                                                          0.14.54                              npm                                       
esbuild-linux-riscv64                                                          0.14.54                              npm                                       
esbuild-linux-s390x                                                            0.14.54                              npm                                       
esbuild-netbsd-64                                                              0.14.54                              npm                                       
esbuild-openbsd-64                                                             0.14.54                              npm                                       
esbuild-plugin-vue3                                                            0.3.2                                npm                                       
esbuild-sunos-64                                                               0.14.54                              npm                                       
esbuild-windows-32                                                             0.14.54                              npm                                       
esbuild-windows-64                                                             0.14.54                              npm                                       
esbuild-windows-arm64                                                          0.14.54                              npm                                       
escalade                                                                       3.1.1                                npm                                       
escalade                                                                       3.2.0                                npm                     (+1 duplicate)    
escape-string-regexp                                                           1.0.5                                npm                                       
escape-string-regexp                                                           4.0.0                                npm                     (+1 duplicate)    
escape-string-regexp                                                           5.0.0                                npm                     (+1 duplicate)    
eslint                                                                         10.2.0                               npm                                       
eslint                                                                         9.39.4                               npm                                       
eslint-config-prettier                                                         10.1.8                               npm                                       
eslint-plugin-react-hooks                                                      7.1.1                                npm                                       
eslint-plugin-react-refresh                                                    0.5.3                                npm                                       
eslint-plugin-vue                                                              10.8.0                               npm                                       
eslint-scope                                                                   8.4.0                                npm                                       
eslint-scope                                                                   9.1.2                                npm                                       
eslint-visitor-keys                                                            3.4.3                                npm                     (+1 duplicate)    
eslint-visitor-keys                                                            4.2.1                                npm                                       
eslint-visitor-keys                                                            5.0.1                                npm                     (+1 duplicate)    
espree                                                                         10.4.0                               npm                                       
espree                                                                         11.2.0                               npm                                       
esquery                                                                        1.7.0                                npm                     (+1 duplicate)    
esrecurse                                                                      4.3.0                                npm                     (+1 duplicate)    
estraverse                                                                     5.3.0                                npm                     (+1 duplicate)    
estree-util-is-identifier-name                                                 3.0.0                                npm                                       
estree-walker                                                                  1.0.1                                npm                                       
estree-walker                                                                  2.0.2                                npm                     (+1 duplicate)    
estree-walker                                                                  3.0.3                                npm                                       
esutils                                                                        2.0.3                                npm                     (+1 duplicate)    
eventemitter3                                                                  2.0.3                                npm                                       
eventemitter3                                                                  5.0.1                                npm                                       
events                                                                         3.3.0                                npm                                       
expand-tilde                                                                   1.2.2                                npm                                       
expand-tilde                                                                   2.0.2                                npm                                       
expect-type                                                                    1.3.0                                npm                                       
exsolve                                                                        1.0.8                                npm                                       
extend                                                                         3.0.2                                npm                     (+1 duplicate)    
extend-shallow                                                                 2.0.1                                npm                                       
fast-deep-equal                                                                2.0.1                                npm                                       
fast-deep-equal                                                                3.1.3                                npm                     (+1 duplicate)    
fast-diff                                                                      1.1.2                                npm                                       
fast-diff                                                                      1.3.0                                npm                                       
fast-glob                                                                      3.3.2                                npm                                       
fast-glob                                                                      3.3.3                                npm                                       
fast-json-stable-stringify                                                     2.1.0                                npm                     (+1 duplicate)    
fast-levenshtein                                                               2.0.6                                npm                     (+1 duplicate)    
fast-uri                                                                       3.1.0                                npm                                       
fastparse                                                                      1.1.2                                npm                                       
fastq                                                                          1.15.0                               npm                                       
fastq                                                                          1.20.1                               npm                                       
fdir                                                                           6.5.0                                npm                     (+1 duplicate)    
feather-icons                                                                  4.29.2                               npm                                       
file-entry-cache                                                               8.0.0                                npm                     (+1 duplicate)    
file-selector                                                                  2.1.2                                npm                                       
filelist                                                                       1.0.6                                npm                                       
fill-range                                                                     7.1.1                                npm                     (+1 duplicate)    
find-file-up                                                                   0.1.3                                npm                                       
find-pkg                                                                       0.1.2                                npm                                       
find-up                                                                        5.0.0                                npm                     (+1 duplicate)    
flat-cache                                                                     4.0.1                                npm                     (+1 duplicate)    
flatted                                                                        3.4.2                                npm                     (+1 duplicate)    
follow-redirects                                                               1.15.11                              npm                                       
for-each                                                                       0.3.5                                npm                                       
foreground-child                                                               3.3.1                                npm                                       
form-data                                                                      4.0.6                                npm                                       
fraction.js                                                                    4.3.7                                npm                                       
fraction.js                                                                    5.3.4                                npm                                       
frappe-charts                                                                  2.0.0-rc27                           npm                                       
frappe-datatable                                                               1.20.5                               npm                                       
frappe-gantt                                                                   0.6.1                                npm                                       
frappe-js-sdk                                                                  1.14.0                               npm                                       
frappe-quill-image-resize                                                      3.0.9                                npm                                       
frappe-react-sdk                                                               1.17.0                               npm                                       
frappe-ui                                                                      1.0.0-beta.19                        npm                                       
fs-exists-sync                                                                 0.1.0                                npm                                       
fs-extra                                                                       9.1.0                                npm                     (+1 duplicate)    
fs.realpath                                                                    1.0.0                                npm                                       
fsevents                                                                       2.3.3                                npm                     (+2 duplicates)   
function-bind                                                                  1.1.2                                npm                     (+2 duplicates)   
function.prototype.name                                                        1.1.8                                npm                                       
functions-have-names                                                           1.2.3                                npm                     (+1 duplicate)    
fuse.js                                                                        7.4.2                                npm                                       
fuzzysort                                                                      3.1.0                                npm                                       
gemoji                                                                         8.1.0                                npm                                       
generator-function                                                             2.0.1                                npm                                       
generic-names                                                                  1.0.3                                npm                                       
generic-names                                                                  4.0.0                                npm                                       
generic-pool                                                                   3.9.0                                npm                                       
gensync                                                                        1.0.0-beta.2                         npm                     (+1 duplicate)    
get-caller-file                                                                2.0.5                                npm                                       
get-intrinsic                                                                  1.2.2                                npm                                       
get-intrinsic                                                                  1.3.0                                npm                     (+1 duplicate)    
get-nonce                                                                      1.0.1                                npm                                       
get-own-enumerable-property-symbols                                            3.0.2                                npm                                       
get-proto                                                                      1.0.1                                npm                     (+1 duplicate)    
get-symbol-description                                                         1.1.0                                npm                                       
glob                                                                           11.1.0                               npm                                       
glob                                                                           7.2.3                                npm                                       
glob-parent                                                                    5.1.2                                npm                     (+1 duplicate)    
glob-parent                                                                    6.0.2                                npm                     (+1 duplicate)    
global-modules                                                                 0.2.3                                npm                                       
global-prefix                                                                  0.1.5                                npm                                       
globals                                                                        14.0.0                               npm                                       
globals                                                                        16.5.0                               npm                                       
globals                                                                        17.5.0                               npm                                       
globalthis                                                                     1.0.4                                npm                                       
gopd                                                                           1.0.1                                npm                                       
gopd                                                                           1.2.0                                npm                     (+1 duplicate)    
graceful-fs                                                                    4.2.11                               npm                     (+2 duplicates)   
grid-layout-plus                                                               1.1.1                                npm                                       
happy-dom                                                                      20.9.0                               npm                                       
has-ansi                                                                       2.0.0                                npm                                       
has-bigints                                                                    1.1.0                                npm                                       
has-flag                                                                       1.0.0                                npm                                       
has-flag                                                                       3.0.0                                npm                                       
has-flag                                                                       4.0.0                                npm                     (+1 duplicate)    
has-property-descriptors                                                       1.0.1                                npm                                       
has-property-descriptors                                                       1.0.2                                npm                                       
has-proto                                                                      1.0.1                                npm                                       
has-proto                                                                      1.2.0                                npm                                       
has-symbols                                                                    1.0.3                                npm                                       
has-symbols                                                                    1.1.0                                npm                     (+1 duplicate)    
has-tostringtag                                                                1.0.0                                npm                                       
has-tostringtag                                                                1.0.2                                npm                     (+1 duplicate)    
hash-sum                                                                       1.0.2                                npm                                       
hasown                                                                         2.0.0                                npm                                       
hasown                                                                         2.0.2                                npm                                       
hasown                                                                         2.0.4                                npm                                       
hast-util-from-parse5                                                          8.0.3                                npm                                       
hast-util-parse-selector                                                       4.0.0                                npm                                       
hast-util-raw                                                                  9.1.0                                npm                                       
hast-util-to-jsx-runtime                                                       2.3.6                                npm                                       
hast-util-to-parse5                                                            8.0.1                                npm                                       
hast-util-whitespace                                                           3.0.0                                npm                                       
hastscript                                                                     9.0.1                                npm                                       
hermes-estree                                                                  0.25.1                               npm                                       
hermes-parser                                                                  0.25.1                               npm                                       
highlight.js                                                                   10.7.3                               npm                                       
highlight.js                                                                   11.11.1                              npm                                       
homedir-polyfill                                                               1.0.3                                npm                                       
html-escaper                                                                   2.0.2                                npm                                       
html-url-attributes                                                            3.0.1                                npm                                       
html-void-elements                                                             3.0.0                                npm                                       
html5-qrcode                                                                   2.3.8                                npm                                       
https-proxy-agent                                                              5.0.1                                npm                                       
hyperlist                                                                      1.0.0                                npm                                       
iconv-lite                                                                     0.6.3                                npm                                       
icss-replace-symbols                                                           1.1.0                                npm                                       
icss-utils                                                                     5.1.0                                npm                                       
idb                                                                            7.1.1                                npm                                       
idb-keyval                                                                     6.2.2                                npm                                       
ieee754                                                                        1.2.1                                npm                                       
ignore                                                                         5.3.2                                npm                     (+1 duplicate)    
ignore                                                                         7.0.5                                npm                     (+1 duplicate)    
image-size                                                                     0.5.5                                npm                                       
immediate                                                                      3.0.6                                npm                                       
immutable                                                                      4.3.4                                npm                                       
import-fresh                                                                   3.3.1                                npm                                       
imurmurhash                                                                    0.1.4                                npm                     (+1 duplicate)    
inflight                                                                       1.0.6                                npm                                       
inherits                                                                       2.0.4                                npm                     (+1 duplicate)    
ini                                                                            1.3.8                                npm                                       
inline-style-parser                                                            0.2.7                                npm                                       
interactjs                                                                     1.10.27                              npm                                       
internal-slot                                                                  1.1.0                                npm                                       
is-alphabetical                                                                2.0.1                                npm                                       
is-alphanumerical                                                              2.0.1                                npm                                       
is-arguments                                                                   1.1.1                                npm                                       
is-array-buffer                                                                3.0.5                                npm                                       
is-async-function                                                              2.1.1                                npm                                       
is-bigint                                                                      1.1.0                                npm                                       
is-binary-path                                                                 2.1.0                                npm                     (+1 duplicate)    
is-boolean-object                                                              1.2.2                                npm                                       
is-buffer                                                                      1.1.6                                npm                                       
is-callable                                                                    1.2.7                                npm                                       
is-core-module                                                                 2.13.1                               npm                                       
is-core-module                                                                 2.16.1                               npm                                       
is-data-view                                                                   1.0.2                                npm                                       
is-date-object                                                                 1.0.5                                npm                                       
is-date-object                                                                 1.1.0                                npm                                       
is-decimal                                                                     2.0.1                                npm                                       
is-expression                                                                  4.0.0                                npm                                       
is-extendable                                                                  0.1.1                                npm                                       
is-extglob                                                                     2.1.1                                npm                     (+2 duplicates)   
is-finalizationregistry                                                        1.1.1                                npm                                       
is-fullwidth-code-point                                                        3.0.0                                npm                                       
is-generator-function                                                          1.1.2                                npm                                       
is-glob                                                                        4.0.3                                npm                     (+2 duplicates)   
is-hexadecimal                                                                 2.0.1                                npm                                       
is-interactive                                                                 1.0.0                                npm                                       
is-map                                                                         2.0.3                                npm                                       
is-module                                                                      1.0.0                                npm                                       
is-negative-zero                                                               2.0.3                                npm                                       
is-number                                                                      7.0.0                                npm                     (+1 duplicate)    
is-number-object                                                               1.1.1                                npm                                       
is-obj                                                                         1.0.1                                npm                                       
is-plain-obj                                                                   4.1.0                                npm                                       
is-promise                                                                     2.2.2                                npm                                       
is-regex                                                                       1.1.4                                npm                                       
is-regex                                                                       1.2.1                                npm                                       
is-regexp                                                                      1.0.0                                npm                                       
is-set                                                                         2.0.3                                npm                                       
is-shared-array-buffer                                                         1.0.4                                npm                                       
is-stream                                                                      2.0.1                                npm                                       
is-string                                                                      1.1.1                                npm                                       
is-symbol                                                                      1.1.1                                npm                                       
is-typed-array                                                                 1.1.15                               npm                                       
is-unicode-supported                                                           0.1.0                                npm                                       
is-weakmap                                                                     2.0.2                                npm                                       
is-weakref                                                                     1.1.1                                npm                                       
is-weakset                                                                     2.0.4                                npm                                       
is-what                                                                        3.14.1                               npm                                       
is-windows                                                                     0.2.0                                npm                                       
isarray                                                                        2.0.5                                npm                                       
isexe                                                                          2.0.0                                npm                     (+2 duplicates)   
istanbul-lib-coverage                                                          3.2.2                                npm                                       
istanbul-lib-report                                                            3.0.1                                npm                                       
istanbul-reports                                                               3.2.0                                npm                                       
jackspeak                                                                      4.2.3                                npm                                       
jake                                                                           10.9.4                               npm                                       
jiti                                                                           1.21.7                               npm                                       
jiti                                                                           2.7.0                                npm                                       
jotai                                                                          2.20.1                               npm                                       
jotai-family                                                                   1.0.2                                npm                                       
jquery                                                                         3.7.0                                npm                                       
jquery                                                                         3.7.1                                npm                                       
js-base64                                                                      2.6.4                                npm                                       
js-sha256                                                                      0.9.0                                npm                                       
js-stringify                                                                   1.0.2                                npm                                       
js-tokens                                                                      10.0.0                               npm                                       
js-tokens                                                                      4.0.0                                npm                     (+1 duplicate)    
js-tokens                                                                      9.0.1                                npm                                       
js-yaml                                                                        4.3.0                                npm                                       
jsbarcode                                                                      3.11.6                               npm                                       
jsesc                                                                          3.1.0                                npm                     (+1 duplicate)    
json-buffer                                                                    3.0.1                                npm                     (+1 duplicate)    
json-schema-traverse                                                           0.4.1                                npm                     (+1 duplicate)    
json-schema-traverse                                                           1.0.0                                npm                                       
json-stable-stringify-without-jsonify                                          1.0.1                                npm                     (+1 duplicate)    
json5                                                                          0.5.1                                npm                                       
json5                                                                          2.2.3                                npm                     (+1 duplicate)    
jsonfile                                                                       6.1.0                                npm                                       
jsonfile                                                                       6.2.0                                npm                                       
jsonpointer                                                                    5.0.1                                npm                                       
jstransformer                                                                  1.0.0                                npm                                       
keyv                                                                           4.5.4                                npm                     (+1 duplicate)    
kind-of                                                                        3.2.2                                npm                                       
launch-editor                                                                  2.6.1                                npm                                       
lazy-cache                                                                     2.0.2                                npm                                       
leaflet                                                                        1.9.4                                npm                                       
leaflet-draw                                                                   1.0.4                                npm                                       
leaflet.locatecontrol                                                          0.89.0                               npm                                       
less                                                                           3.13.1                               npm                                       
less                                                                           4.2.0                                npm                                       
leven                                                                          3.1.0                                npm                                       
levn                                                                           0.4.1                                npm                     (+1 duplicate)    
lie                                                                            3.1.1                                npm                                       
lightningcss                                                                   1.32.0                               npm                     (+1 duplicate)    
lightningcss-android-arm64                                                     1.32.0                               npm                     (+1 duplicate)    
lightningcss-darwin-arm64                                                      1.32.0                               npm                     (+1 duplicate)    
lightningcss-darwin-x64                                                        1.32.0                               npm                     (+1 duplicate)    
lightningcss-freebsd-x64                                                       1.32.0                               npm                     (+1 duplicate)    
lightningcss-linux-arm-gnueabihf                                               1.32.0                               npm                     (+1 duplicate)    
lightningcss-linux-arm64-gnu                                                   1.32.0                               npm                     (+1 duplicate)    
lightningcss-linux-arm64-musl                                                  1.32.0                               npm                     (+1 duplicate)    
lightningcss-linux-x64-gnu                                                     1.32.0                               npm                     (+1 duplicate)    
lightningcss-linux-x64-musl                                                    1.32.0                               npm                     (+1 duplicate)    
lightningcss-win32-arm64-msvc                                                  1.32.0                               npm                     (+1 duplicate)    
lightningcss-win32-x64-msvc                                                    1.32.0                               npm                     (+1 duplicate)    
lilconfig                                                                      2.1.0                                npm                                       
lilconfig                                                                      3.1.3                                npm                                       
lines-and-columns                                                              1.2.4                                npm                                       
linkifyjs                                                                      4.3.3                                npm                                       
loader-utils                                                                   0.2.17                               npm                                       
loader-utils                                                                   3.2.1                                npm                                       
loadjs                                                                         4.2.0                                npm                                       
